organization,domain,visible_url,primary_category,secondary_categories,confidence,source_file,source_branch,notes
MACPAC,macpac.gov,https://www.macpac.gov/about/careers/,Government / Public Health,Government; Public Health; Unknown,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Fetch: HTTP Error 404: Not Found; Medicaid policy; failure_reason=fetch_failed:HTTP Error 404: Not Found
Magellan Federal,magellanfederal.com,https://www.magellanfederal.com/careers/why-choose-us/,Federal Contractors,Federal Contractors; Workday (embedded; blocked API),medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Behavioral health federal; failure_reason=no_matching_roles
MagnaCare,magnacare.com,https://www.magnacare.com,payer_vbc,Other; Third party administrator customized healthcare solutions,high,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,TPA delivering healthcare solutions
Magnolia Market Access,magnoliamarketaccess.com,https://www.magnoliamarketaccess.com,cro_heor_rwe,Research Consulting; Market access strategy and HEOR in pharmaceutical industry,high,cro_heor_rwe_universe.csv,cursor/cro-heor-rwe-discovery-307f,Core market access concepts
Mahalo Health,mahalo.health,https://www.mahalo.health,rwd_registry,Patient Registry; Patient Registry Platforms,high,real_world_data_registry_universe.csv,cursor/rwd-registry-universe-b89c,Patient registry and clinical registry deployment platform
Main Line Health,mainlinehealth.org,https://careers.mainlinehealth.org/,Hospital Systems,Hospital Systems; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Hospital system; failure_reason=no_matching_roles
Maine Education Policy Research Institute,mepri.maine.edu,https://mepri.maine.edu,survey_policy_research,Policy Research; Non-partisan education policy research for policymakers,high,survey_policy_research_universe.csv,cursor/survey-policy-research-universe-e49c,University of Maine-affiliated education policy institute
MaineHealth,mainehealth.org,https://www.mainehealth.org,hospital_system,Hospital System,high,hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa,Maine Medical Center is only academic medical center in Maine
ManTech,mantech.com,https://www.mantech.com/careers/why-mantech/,Federal Contractors,Avature; Federal Contractors,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Federal health research/contractor; failure_reason=no_matching_roles; iCIMS
MAP International,map.org,https://www.map.org,global_health_ngo,Humanitarian Health; Medicine and health supply distribution globally,high,global_health_ngo_universe.csv,cursor/global-health-ngo-discovery-e8a1,Medicine for All People distribution NGO
Marshfield Clinic Health System,marshfieldclinic.org,https://www.marshfieldclinic.org,hospital_system,Hospital System,high,hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa,Wisconsin regional health system including Medical Center in Weston
Mass General Brigham,massgeneralbrigham.org,https://www.massgeneralbrigham.org,hospital_system,Hospital System; Hospital Systems,high,employer_database_master.csv; hospital_system_universe.csv,cursor/hospital-discovery-agent-b-d6aa; main (phase3c_sync_minimum.zip),Harvard-affiliated AMC; One of largest hospital system-based research enterprises in Massachusetts
Mass General Brigham Health Plan,massgeneralbrighamhealthplan.org,https://massgeneralbrighamhealthplan.org,payer_vbc,Medicare Advantage; New Medicare Advantage experience from Mass General Brigham,high,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,Massachusetts Medicare Advantage plan
Massachusetts Center for Health Information and Analysis,chiamass.gov,https://www.chiamass.gov,rwd_registry,Health Data Network; State Health Data,high,real_world_data_registry_universe.csv,cursor/rwd-registry-universe-b89c,Independent state agency analyzing Massachusetts health system quality affordability and utilization
Massachusetts Department of Health,mass.gov,https://www.mass.gov/careers,Government / Public Health,Government; Public Health; USAJobs,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),State public health; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Massachusetts General Hospital Research Institute,massgeneral.org,https://www.massgeneral.org/research,academic,Academic Medical Centers; Research Institute; Unknown,high,academic_employer_universe.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/academic-employer-discovery-0c53; main (phase3c_sync_minimum.zip),Academic; Fetch: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self; Harvard teaching hospital research; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)>
Massachusetts Health Information Hiway,masshiway.net,https://www.masshiway.net,rwd_registry,Health Information Exchange; State Health Information Exchange,high,real_world_data_registry_universe.csv,cursor/rwd-registry-universe-b89c,Massachusetts statewide health information exchange HISP
Mathematica Federal,mathematica.org,https://careers.mathematica.org/,Federal Contractors,Cornerstone; Federal Contractors; Research Organizations,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Federal health research/contractor; Medicaid policy evaluation; Policy evaluation; failure_reason=no_matching_roles
Mathematica Policy Research,mathematica.csod.com,https://mathematica.csod.com/ux/ats/careersite/4/home,Government / Public Health,Cornerstone; Government; Public Health; Research Organizations,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Policy evaluation; R20 new; failure_reason=no_matching_roles
Maven Clinic,mavenclinic.com,https://www.mavenclinic.com/careers,Digital Health,Digital Health,medium,employer_database_master.csv,main (phase3c_sync_minimum.zip),Women's health virtual
Maximus,maximus.avature.net,https://maximus.avature.net/careers/USHome,Federal Contractors,Avature; Federal Contractors,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Federal health programs; Federal health research/contractor; failure_reason=no_matching_roles
Mayo Clinic,mayoclinic.org,https://www.mayoclinic.org,hospital_system,Academic Hospital; Academic Medical Center; Academic Medical Centers; Division of Clinical Trials and Biostatistics - Careers; Hospital Systems; Unknown,high,career_google_harvest.csv; employer_database_master.csv; hospital_system_universe.csv; phase3c_browser_queue_20260620.json,cursor/google-career-harvest-faa3; cursor/hospital-discovery-agent-b-d6aa; main (phase3c_sync_minimum.zip),Academic medical center; Also seen under domain mayo.edu; Fetch: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unabl; Major academic medical center with biostatistics and epidemiology career opportunities; Major multi-state academic health system and research enterprise; Workday; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1129)>
Mayo Clinic College of Medicine and Science,college.mayo.edu,https://college.mayo.edu,org_harvest,Academic Medical Center; Mayo Clinic College of Medicine & Science,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Consistently ranked #1 hospital; Premier academic medical center; Premier academic medical center with research and education
McCann Health,mccannhealth.com,https://mccannhealth.com/careers,Medical Communications,Medical Communications; Workday,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Medical communications; Medical/scientific communications; failure_reason=fetch_failed:HTTP Error 403: Forbidden
McKinsey Health Institute,mckinsey.com,https://www.mckinsey.com/mhi/overview,org_harvest,Consulting; McKinsey Health Institute,high,career_universe_org_harvest.csv,cursor/org-universe-harvest-faa3,Employs health economists and healthcare strategists; Healthcare consulting institute; Non-profit-generating health institute within McKinsey
McLaren Health Plan,mclarenhealthplan.org,https://www.mclarenhealthplan.org,payer_vbc,Health Insurance; Medicaid and Michigan health insurance coverage,high,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,Michigan health plan
MCT CRO,mct-cro.com,https://www.mct-cro.com,cro_heor_rwe,CRO; CRO delivering clinical trials across Middle East Africa Pakistan and EAEU,high,cro_heor_rwe_universe.csv,cursor/cro-heor-rwe-discovery-307f,Regional CRO focus
MD Anderson Cancer Center,mdanderson.org,https://www.mdanderson.org,org_harvest,Hospital Systems; MD Anderson Cancer Center; Research Institute; Taleo,high,career_universe_org_harvest.csv; employer_database_master.csv; phase3c_browser_queue_20260620.json,cursor/org-universe-harvest-faa3; main (phase3c_sync_minimum.zip),Consistently ranked #1 cancer hospital; NCI cancer center; Premier cancer center; Premier cancer center with prevention and research programs; failure_reason=no_matching_roles
MDinteractive,mdinteractive.com,https://www.mdinteractive.com,clinical_informatics_healthit,Healthcare Software; Health information exchange bi-directional exchange and quality reporting,high,clinical_informatics_healthit_universe.csv,cursor/clinical-informatics-healthit-universe-78ec,HIE and quality reporting software vendor
MDLive,mdlive.com,https://www.mdlive.com/careers,Digital Health,Digital Health; UKG; UltiPro,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Telehealth; failure_reason=no_matching_roles
MDRC Health,mdrc.org,https://www.mdrc.org/about/careers,Federal Contractors,Custom; Federal Contractors; Research Organizations,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Federal health research/contractor; Social policy evaluation; failure_reason=no_matching_roles
MEB Research,mebresearch.com,https://mebresearch.com,survey_policy_research,Program Evaluation; Research and program evaluation,high,survey_policy_research_universe.csv,cursor/survey-policy-research-universe-e49c,Portland-based research and evaluation firm
Medable,medable.com,https://www.medable.com/careers,Digital Health,Digital Health; Greenhouse,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Digital trials platform; failure_reason=fetch_failed:HTTP Error 404: Not Found
MedErgy,medergy.com,https://www.medergy.com/careers,Medical Communications,Custom; Medical Communications,medium,employer_database_master.csv; phase3c_browser_queue_20260620.json,main (phase3c_sync_minimum.zip),Medical communications; failure_reason=fetch_failed:<urlopen error [Errno -3] Temporary failure in name resolution>
Medica,medica.com,https://www.medica.com,payer_vbc,Health Insurance; Multi-state health insurer individual family employer Medicaid Medicare,high,payer_vbc_universe.csv,cursor/payer-vbc-discovery-ed6b,Health insurer in IA MN KS MO NE ND OK SD WI
